ID,commentText
20285,Leisure Suit Larry deserved an Honorable Mention.
20286,ANITA SARKEESIAN?!
20287,Still news just fuck off
20288,Shut up fox and other news video games do not cause people to muder
20289,I love how the bible thumping rejects at Fox News are always in the thick of asinine blame gaming.
20290,As in- insensitive pricks that can't live in the real world try to ban games
20291,"this is indicative of total desensitisation, sure, dont let scruples get in the way of a good game, you know, just throw your moralistic values out the window. there SHOULD be warnings, warnings that state, THIS IS FICTION! should you at any time feel as if what is happening in the game is possible in the real world, stop playing, and consult your local mother..."
20292,"Currently doing research for a speech on violence n games -
Barely any connection between the 2 
Thanks 4 the upload watchmojo!"
20293,I'm surprised JFK reloaded wants not even in honorable mentions
20294,How come Postal isn't even on this list? ( I know it's in the beginning)
20295,This video is a it biased all right but watchmojio is right in saying that people blame video games when people with real guns get involved
20296,"I strongly agree with the last one, games are mostly to blame for stuff like that!!"
20297,"I wonder what video game these people would call ""good"". Probably something where you drive the kids to school under the speed limit, before you go to work in the office and then go bowling with co-workers and make fun of Jimmy's hairstyle..."
20298,Its funny how every shit head saying shit about these games are all Fox news bastards.
20299,"this is ridicolous, ahahhaahah.... so....if i play farmville on facebook do i become a farmer?"
20300,Why the fuck does cod (Call of duty) get the blame i mean What the fuck?!?!?!?!?! Have you seen battlefield I mean really lay off call of duty
20301,"If you think a video game is too violent, offensive, or over sexualized, then don't play it. If you don't want your kids to play it, don't let them. Let everyone practice their freedom to choose."
20302,"So someone can watch action movies where numerous people are killed/shot on screen but movies aren't so bad a game that does the same thing suddenly is blamed and the reason why someone goes out and commits a crime? how does that work? I remember when horror movies used to get blamed when they were the big media in the 80's, 90's now video games are mainstream so they are the new target. It's such a stupid argument and if someone commits a crime and they happen to love games that is surely just a coincidence because millions of people will play the same game and never do something in real life because we know it's only a game!"
20303,"That woman reporting on Mass Effect is a fool, its a role playing game where you choose what you want to do. you can be straight or homosexual, any sexuality. I suppose now that those twats will probably say oh I don't know anything about sports games (lets say: FIFA, NHL or hockey or whatever, (I'm English so I don't know much about it) or Madden NFL) But WATER IS BAD. Or foul play can make someone violent..."
20304,"The first videogame I can ever recall playing was Jane's 1999 combat flight simulator. Sure I also played some kid games (which I forget what they were called) but man, I remember playing for hours shooting Nazi AND AMERICAN planes down.. I was 4. Those were the days. I'd be flying an Me-262 and blowing up C-47s and B-17s... I'm still normal."
20305,Pokemon is a game which it teaches kids the world of witchcraft Just shut up shut up SHUUUUUUT UP
20306,Top 10 Fox video game controversies
20307,Fuck the God damn government and God damn congress! Video games are always to blame when it comes to adults talking! Makes me sick!
20308,God why do women have to be so god damn bitchy. This is why some people are gay.
20309,im sick of people blaming violent video games for violent peoples actions. its bad parenting tha makes bad people
20310,Wow but gamers are the nicest people
20311,"I think there are two points in which game players and concerned folks can both agree:
- Game companies and retailers should be completely up-front about content when promoting or selling a game to a kid or his/her parents; likewise, parents need to do their parental duty to watch and discuss games with mature content with their kids. (Or anything else about life.)
- If you're not entirely comfortable with a game or its content, feel free to vote with your wallet and/or express your thoughts to the publishers directly; any company worth their code will be counting and listening."
20312,"DO YOU HATE ""HATRED""?"
20313,"Blaming video games for people's violent actions is such bullshit. If they can argue that they're offensive and that they spur dangerous activity, then we should be able to argue that they're showing us how lucky we are to have the lives that we have."
20314,"Hitler didn't play video games....Ancient Romans didn't play video games...Humanity is full of violent people who decide to kill, video games or not they will attempt to kill for whatever reason they have, and also, yes little kids may pick up the gun they saw in their big brothers COD (Don't Leave Guns Where They Can Find Them!) or think that people respawn ,but those things happen because children aren't taught correctly or are exposed to violent games like Mortal Combat too early, yes some kids are mentally more mature than others in what they can understand about death and killing I will add that, but it is not the games fault its peoples fault."
20315,And bring back MW2 for xbox one and ps4.
20316,San Andreas remake? plz
20317,"I don't believe we should characterize people who think videogames cause violence and those who don't as conservative and liberal. I think we just characterize them as close minded idiots(the game haters) 
And the non-idiots. Or something more witty that I'm sure someone else on the internet can come up with."
20318,Where is Postal 2 ?
20319,notice how its only fox who gives a shit time after time lol
20320,"Lol. Ok, so games cause people to go on crazy gun massacres? Well, what about all the movies?"
20321,I love how press especially fox news love to say video games or music or movies cause killings really so if i play farm land I'm a fuckin farmer plus what does the congress and press have to do about video games there's more important shit to actually worry about over bashing against entertainment and its lovely how they overlook mental illnisses and scientific research congress and fox are a bunch of dipshits
20322,If they have portal on there hate list then we might as well put tf2 on here for support Conga lines.
20323,"This is why I hate news like those, they have alot of nerve. When they lie 24/7, games are not to blame, they're just whiny babies."
20324,I'm still so furious at what the woman says about ME right at the start. Mass Effect is legitimately one of the least problematic game series' going.
20325,Fps Games like Call of Duty DO NOT AND I MEAN DO NOT CAUSE MURDERS ONLY THE PERSONS MIND!
20326,Playing many videogames for alot of time turn the  players on nerds and lazy not killers deal with it 8)
20327,The world of Pokemon IS pretty fucked up if you think about it.
20328,It's not just conservative media that blames video games for shootings. Columbine and lots of those other ones in the 90s happened before Fox News even existed.
20329,"Two facts:
Shooter games are becoming more realistic and selling more and more copies every year
Violent crimes with firearms have been steadily decreasing for the last couple decades."
20330,Number 4 just got me. I fucking hate the way they treated it.
20331,"Violence in movies = acceptable, violence in games = unacceptable...? Silly Americans"
20332,"People blame video games for the reason why people are violent. I think it should be blamed on the parents. They should play the game or ask someone what is in the game before they give it to their kids. They should remind kids that it's just a game. If someone has a mental disability, then don't give them the violent games."
20333,Violence is always better then that bullshit
20334,"I hear 5 year olds on Xbox Live all the time. And the theres parents complaining ""Oh, my 5 year old is acting like hes shooting things!"" I think those parents are fucking stupid. Ive heard video game producers saying that the responsibility of limiting game violence relies in the parent. its true."
20335,Why the creepy voice at 5:28 ?
20336,Nnnnn NO. that last one is just people finding things to blame on video games
20337,6:20 what are you going to take away counterstrike too?
20338,The mass effect one is so stupid. With that logic we should all try to ban porn.... cough cough never happening
20339,"People are just so damn stupid, if you can't handle a torture scene then why the fuck are you even playing a game that's about killing."
20340,"How come no one points at the main problem: parenting and censorship. 
No one points fingers at the parents or the fact that the US censors way too much. Maybe if parents took a few minutes to talk to their kids we wouldn't have all this bullshit."
20341,"And remember, no Russian"
20342,Fox always ruins it....
20343,"Pokemon as a satanic message? Please. MatPat made a series debunking the Pokemon controversies over three videos. And Mortal Kombat/Street Fighter being way too violent? There IS a reason that they have an M rating. That, and younger kids don't exactly play Street Fighter/Mortal Kombat.
However, GTA and CoD have NO EXCUSE. Kids actually have gone on crime sprees attempting to re-enact what goes on in those two games. GTA has been involved with more lawsuits than any other franchise that I know of, and I've met some REALLY messed up kids that play CoD and GTA. Aside from the professional CoD base (yes, there IS one that is sponsored by Apex), the kid fanbase behind CoD is pretty pathetic.
And CoD isn't even true to actual military happenings! It teaches kids to be horrible people and to be ethnocentric. Military doctrines? What the flying f**k are those!? Half the stuff in CoD missions throws international military law out the window."
20344,im just saying is there not an age border for like every game. and is it not the parents responsibility to make shore that their kids dont play that game then. It's like keep it for yourself dont take it out on everyone else
20345,"Well, I guess i should watch out because i am an animal abusing,racist witch who will be hunted down along with my friends and hanged like in 1690s Salem. I can't believe they found out the true, secret messages behind Pokemon!"
20346,"Killing Fictionally: Woohoo!! Just got some points! * KA BOOM!* Ah man, I died, dont worry, ill respawn next round!!
KIlling in real life .. : 1 death equals an estimate of 20 to 50 people in grief.
So multiply that by how many people you have killed in a video game, and noticed how no one cares :)"
20347,Guess Mario Kart makes me want to steal a go-kart and throw turtle shells or banana peels at random drivers
20348,Mk & san andreas take the cake as far as a street buzz
20349,"i fucking hate that priest, the thing demonic is him his fucking false prophet and i hope i goes to hell >:3 im not saying that im addicted or i love pokemkn its just not right."
20350,"Mortal Kombat didnt help start ESRB, it was the game that single handly started it..."
20351,The only gun I would be holding IRL would be an airsoft one :P
20352,"I don't understand why people try and ban video games for stuff like this. I love when game makers have the balls to mortify their audience and critics. I absolutely loved, and was completely shocked when I was told to gun down innocents in an airport as a mission. This is where this stuff belongs, in video games, not in real life."
20353,"The people commenting bellow about the hazards of gaming are the kind who don't feel the need to research pesky things such as facts or studies and take everything as ""well it was on the news so it must be true"" Some school shooters play video games. That's clearly what causes them to shoot up a school! Actually no, that's not how research works. Not at all."
20354,"Them Sons a bitches. ARE YOU KIDDING ME CONGRESS?! OBAMA!? YA SON OF A BITCH! But no really. It is the players choice in all of these games. What they do, and what they do afterwards is there choice. The game is not manipulating us. Playing Madden 15 doesn't make me a NFL Football player does it? Damn."
20355,How does Pokemon encouage whichcraft o.O dog fighting maybe but still like all these shown... ITS A GAME! and mostly NOT REAL
20356,fucking fox news hated when i was younger still hate em and always will. what a joke. i bet that lady didn't even know where the actual battle of fallelujah was
20357,"I'm surprised that Dante's Inferno wasn't anywhere on the list. Because let's face it, scything through hordes of ""Unbaptized Demon Babies"" is pretty freaking controversial."
20358,"Oh no! I play flight simulator and mario, im OVIOUSLY a school shooter"
20359,Ive said it in another vid. All the goverment officials sit there cryi. And blamin video games for the cause of all these mass shooting. But i used that dick chaney insodent with the shoot gun there as an example. U take one of these assholes crying tie his ass to a chair and grab a cod disk and a 12 gauge shotgun.  Throw the disk at his left leg and ask him wat effect that had. Then grab the 12 guage and blows his other leg clean the fuck off. Then ask him what hurt more a fake cg game or a 12 gauge tot he leg. I bet chaneys boy eho took one to the head would make the right choice
20360,"This is bullshit so that parents won't pay games for their kids, damn politics."
20361,Haters have got to hate on us gamers
20362,"What about horror movies? I don't understand, if violence in video is an issue, why not expand it to movies. In all honesty, it's just bull shit.
Trying to use video games to blame why an honor student go on rampaging when evidence suggests he had not played any video games. Where is the blame headed to in that case? People jump the gun and prefer not to root cause any issue. BTW, every single issue has a specific cause. Using generality or assumption to fix something is like when the car overheats, you blame it on the engine beeing bad. Whereas, the cause was due to leaky radiator.
When will out politicians and culture learn to do root cause analysis. Statistics analysis is used only to as a guiding principle, and not a tool for enforcement of an assumption."
20363,"I love that close to all, if not all, of the media ""freak-outs"" is from FOX NEWS..."
20364,"Anybody remember the ""blood code"" for Mortal Kombat on Sega Genesis?"
20365,"What honestly pisses me off about all of this is just Faux news, especially on the night of Faluja. Agreed, it twas a questionable game to make, but just how Faux news handles it and usually all their stories, they act arrogantly above everyone."
20366,I got African Ebola Autism from this video.
20367,"So let me get this strait: Conservatives want to ban violent video games or at least track the buyers because they may cause school shootings, but don't want universal background checks for actual gun buyers. Because the 2nd amendment is far more important than the 1st amendment. Yeah, sure, that makes sense...."
20368,"Wow, I understand it's a video on controversies, but next time make your personal political bias less obvious."
20369,Watching this video reminds me of how many idiots and bad parents there are in the world. Trying to blame anything else but themselves.
20370,"some people are ignorant as hell....why blame video games....? why not blame the news, its about as real as it can get, every day theres a story about someone getting shot and killed or raped or watever but no..they blame it on a virtual game -.- what alot of common sense."
20371,They should just ban the mentally unstable from purchasing violent video games. Or to buy a violent video game you have to be screened for mental issues or people can just get the fuck over themselves and realize people are just fucked up from the beginning.
20372,The addoption thing with portal was taken out of context
20373,People actually reported the Portal 2 making fun of adoption?
20374,5:56 Who puts that in video game? This is crazy!
20375,
20376,"This cant just be done for games, it has to be done for books and movies if its happening togames as well."
20377,"Peta is so fucking stupid. But so is the Australian government. Must suck playing video games there.
But Fox News, that's a different level of stupid."
20378,Fucking Do Gooders! Pokemon's fucking satanic? Pokemon?
20379,"i always pick games with a lot of violance n horror,, n i dont think about going around killing people,, sick people will kill no matter what.... blaming a video game is retarded,,, n if u find it offensive,, just dont fucking watch or play it... fucking retards... good list btw:)"
20380,"I hate when people think video games cause violence,Jack the Ripper,H,H,Holmes,The black dahlia killer, none of them had Video games."
20381,I love when they blame the games for these stupid shooting i play all these games and am not stupid to do something like that the reason theres shooting because people are getting tired of other people bullying and steeling people money cops doing stuipd shit for no reason people need to start being nice to other people and stop being dicks then maybe this shit would stop same with the gov fucking us over all the time and sure there other reasons too but its not because of the games yes maybe some kids shouldnt play them b/c they might not be smart enough to know the differents thats when there parents should know there kids enough to know if they should let them play that game or not
20382,"Hell. No russians was my  favorite mission XD. HACKERS, FUCK OFF INTO YOUR SPACESHIP AND GO BACK TO LEGOLAND YOU PIECES OF SHIT. LEAVE MW2 ALONE. FAVORITE GAME AND ITS FUCKED NOW."
20383,What really pissed me off was when people were saying that slender was over the top because some two kids tried to kill another kid. Really? Fucking Slender?
20384,"I'd make a game who's sole point is to murder senators, and I'd even get the likeness of certain senators cough*Hillary*couch"
20385,"Think about this... You are not forced to massacre the civilians, you do not have to shoot so many innocent people, it is all choice."
20386,"Its pretty stupid that people blame video games for these tragedies. I play saints row, gta 5, and many violent gory games and I don't ever think about killing dozens of people. Its because those people already have something that's wrong with them and aren't all there. Then when they play those games they then have the urge to kill and reenact certain scenarios."
20387,"My view in this is that only few games probably have 'psychological effects' but that's really how long you play on it, I mean like 10 hours a day that's not good but then the government are mostly blaming all violent video games just because they don't know what else to blame all the violence on cough cough guns in the US"
20388,My son played call of duty and he's ok
20389,It's not the games I played shooter games since I was 6 and now I graduated from Stanford with hardware and software engineering degrees. Im okay even though I played killing games
20390,"I'll have you know, female journalist, my fem-shep only slept with women, thus endorsing her as a staunch feminist AND gay-rights activist. So THERE!"
20391,"i know i enjoy video games, but for christ sake, dont people ever actually stop to think that maybe they shouldnt be letting little children or mentally screwed people play this stuff? its called parental control. you cant even build a game based off ww2 or some other conflict in history because some activist things ""oh the game shows explicit content of murdering citizens and innocents,""
get wrecked, history teachers things and people need to stop calling it explicit. especially in game format."
20392,"I've been playing GTA for 10+ years and have never came close to killing anyone in the real world
I sure do like killing hookers to get my money back tho"
20393,bruh how can call of duty grand theft auto or ANY video game cause violence in real life... ppl just want a reason to ban something cool! most of the news is bullshit and sob stories anyway #FuckEm
20394,My friend is from Austrailia and u have to be 21 to play mk
20395,"Funny thing tho, most of the controversie talked about in the news is Fox, such bunch of fucking dumb people, well all news channels are dumb"
20396,why do people have problems with games but not movies
20397,I think I'm going to go shoot up a museum(   )
20398,"I'm surprised fox news hasn't covered tetris. ""This game encourages children to dismember everything so it would fit perfectly!"""
20399,I hate Fox News!!! Racist right winged bastards!!! Their always pushing an agenda.
20400,"Mass shootings are not caused because of video games. They are caused due to toxic masculinity in our culture. It's not strange that all mass shootings are carried out by men and boys, is it?"
20401,i hate that people blame videos games for mass shooting's that is called bad parenting when a persons parent leave their child in there own dark thought's with out finding out until someone dies. And it is also really bad childhoods and with no one to show them from right or wrong
20402,I think the game about the school shooting would've been on this list
20403,All must every story pissed me of I hate the media on video games
20404,Somebody tell the media to stop talking bad about video games
20405,"Yo this is why we have to not play sick stuff like Hatred.... just look up the trailer. Its ridiculous. Like its sole purposeis to destroy our games (modern warfare, etc) reputation."
20406,which GTA is this? 4:04
20407,"5:10
It's like boo fucking hoo"
20408,"and they say we have freedom we don't if we cant have some fun playing video games
fuck all those pussies who want to take my fun away!!!!"
20409,"I know 1000's of comments below me have already stated this, but it's absolute utter crap when someone's blames video games for mass-shootings/murders. Because while there are some stereo-typical gaming douche-bags who brag about whatever level prestige they have on CoD, the majority of the gaming community play games for the enjoyment. These people complain that games show us that it's completely fine to perform terrorist actions and murder innocent lives, but they have no idea what's the game about or how the game plays. Most of the time, you are a bad person and you suffer great consequences for murdering people and nuking buildings. And as gamers, we understand that this is an socially unacceptable thing to do. So next time you blame games for murders/shootings, get some evidence and show us REAL points other than 'it's violent and addictive.'"
20410,"that ""no russians"" mission is horrible thats scarring and evil the worry about it was just
i am going on holiday next week to america that scared the hell out of me even though i know that cant really happen because of security but come on why make a mission like that?"
20411,"It pisses me off that they go on that with a GAME, waste money in some stupidities like documentaries or even in programs against something not real. And if a mentally disordered kid played a game and then did something its not games fault, its the kid one for playing it, because i have played almost all games mentioned and im as happy as everyone else."
20412,"""It was revealed that the school shooter had eaten Frosted Flakes for breakfast the morning of his attack.""
bans Frosted Flakes"
20413,"Have you notice that FOXNews always shows up to criticize entertainment media (mostly video games) but they come from the same channel with Family Guy, American Dad and all those shitty and derogative reality shows. -_______-"
20414,"I destroyed countless planets with billions of inhabitants in ""Master Of Orion 2"" - why does the police not have kicked in my door already and maced me???"
20415,Fuck the news and jewish media
20416,"The ones that piss me off is all of them, because u can't blame real life on games that have guns in them. The game is ok but the people that play them can be psychopaths and that doesn't make the game bad it makes them bad. Also with this ISIS thing on the Internet people that see the propaganda aren't always going to join ISIS but some people will."
20417,The 6 days in fallujah game was given testaments as to what happened there by us marines. If anything the games main objective was not only to entertain but also to document the lives and experiences of soldiers over there.
20418,Cute how a large amount of the most targeting and negative news clips came from Fox News...
20419,"Nice going America, let's blame everything bad that happens on an entertaining video game and not on fucking gun laws, idiots."
20420,so you cant get Manhunt 2 longer??
20421,"Fun Fact: Before video games, DND (Dungeons and Dragons) was blamed for real life violence.
People Are stupid"
20422,"Video Games do not cause mass shootings. Games like Call of Duty: Modern Warfare 2 sold millions of copies, and how many of those players went on mass shooting rampages? My guess would be NONE.
Crime is a choice. People need a scapegoat, so music and video games are it. Nobody ever blames the 2nd amendment and America's obsession with guns as a contributing factor, everyone praises the military when they bomb hundreds of enemies in the Middle East, but virtual murder on a video game - now that is satanic."
20423,Then a rant war starts in the comments
20424,GTA cannot be held as a series controversy since each game in itself had a unique controversy.
20425,"If ppl actually think video games contribute to real life violence...you are full of it. I guess we should ban certain books for the same reason. I guess 50 Shades of Grey should be banned bc it will influence women and men that domestic violence is ok.
Use your friggin common sense ppl."
20426,"straw man fallacy, straw man fallacy everywhere"
20427,Its just a fucking game calm down let us just have fun who cares about it
20428,the majority of these games are only controversial because women complained. puts gamergate in a whole new light when you understand that.
20429,"Hold up, ""NightTrap""? that games damn near impossible unless you have a sheet of paper telling you what room to be in and how long you have to fuck around before going to those rooms, its so hard"
20430,"Had to agree with #9, even though I hardly play Pokemon anymore."
20431,"1:32 - 1:38
I lost it."
20432,"BREAKING NEWS!!
Many mass murderers admit to drinking water, is water really safe for your children? Tonight at 11 on Fox"
20433,"Doom is a game about killing demons
So religious organisations thought that was bad? XD"
20434,So based on this video how do you think people will react to hatred?
20435,"Why blame video games for showing sex scenes when real porn is just one click away or when tabloids with half naked, drug addict celebrities are adorning the shelves in supermarkets and the public streets. Seriously, one newspaper stand had porn magazines with full naked porn stars in full view, near my bus stop."
20436,the airport mission upset and disturbed me as a kid! was a good game though
20437,How the fuck can u blame a murder on a game? Wtf if ur kids are that fucking dumb that they will kill someone because it was fun in a game the n DON'T BUY THEM THE FUCKING GAME
20438,"Honestly fucking enough you wanted to blame video games for mass shootings and homicides, they tried to take the guns away, but no you wanted to keep your guns you need them for protection, but your kids can get to them easily. Nah that doesn't matter we should get rid of violent games.....yeah let's control our childrens' lives and get rid of violence......are people now a days really this ignorant?!"
20439,Mass shootings blamed on FPS games everytime that I see it on the news or read about it I'm usually thinking blame the video game instead of the player that's idiotic blame the person playing the game not the game itself.
20440,"One thing i was always asking myself is, why the fuck are FOX News still such a big deal, and why are people watching this bullshit in the usa?"
20441,"I hope the producers of Mojo loose a loved one during a war or at an act of crime. Then, the murder scene's of these people are turned into game's. Maybe then, they won't mock it so much on the next episode."
20442,"number 1? agreed. shooter games causing real life events is bullsh*t. what about medieval battles? they were experienced in life by many, but did they make them run around with swords and kill innocent citizens? no more than games making people kill now. it is minority. just some psychos getting the idea how to do so, but the seed for this behavior lays in brain, not the activities we enjoy. it is like saying that teletubies make boys like women accessories or clothing. if there is something inside of you that makes you like something games/media can just expose it to you but not force you. you will have to force yourself..."
20443,or you could just ban guns in the US?
20444,Video games does not make us violent but lag does!
20445,people who blame video games are idiots
20446,"To be honest, Pokemon gets a bit of a free pass. It's kind of messed up that the game is basically glorified cockfighting."
20447,"on the pokemon issue, and the stupid religious asshole, I just wish we could live on a world without religion."
20448,I'VE NEVER ONCE HEARD ONE PERSON IN THE NEWS WHO WAS SO AMPED AFTER PLAYING A VIDEO GAME THAT THEY HAD TO KILL SOMEBODY IF ANYTHING IT PROB. HELPS BLOW OFF STEAM
20449,"Crazy christian people, pokemon was thought up by a bunch of Japanese geeks, not witches or witchcraft. Another thing, i did have a hard time pulling the trigger in the mw2 airport scene, i pulled the trigger and killed around 2 people."
20450,Pure overreaction. People at cnn and what not just need something absurd in their title to attract audiences.
20451,"Pokemon isn't evil, just need to say that to all you stupid f***s that love to kill dreams. All of you just need to shut up, and go die in a hole, or something."
20452,"it is the most annoying thing when people blame video games for other peoples' violence, as if there wasn't violence in movies or shows or just out in general before video games came to be."
20453,"Its so obnoxious when people simple blame video games on shootings/violence. There is literally NO evidence that even hints games cause violence.
By that dickless fool jack thomson's logic: playing a shooter games turns people into crazed gunmen, so with that in mind why haven't most of us became plumbers and started stomping on turtles while eating mushrooms?"
20454,Bet that hatred game is gonna have some people talking
20455,#10 most realistic sex acts ever concieved? BAHAHAHAHAHAHAHAHAH thats a good one. Live action sex scenes can't possibly compare.
20456,"the stupidity of the media is amazing watching this how over the top it gets when they find something in the criminals home that ""could be a cause for them doing this!"""
20457,"I hate people who say video games cause violence. I've been playing video games for YEARS now and I have never thought of or wanted to massacre someone or something. It's not just like ""Wow! Battlefield 4 is so great! I'm gonna go shoot up my classmates!"" No it's not like that the person has to have a mental disorder you can't just blame it on video games!"
20458,Gotta love the retards at fox news.
20459,"Just think, in 20 years or so most of the politicians/news reporters will be gamers and the world will be a much more laid back place as people can vent there instead of in each other faces. Cant wait."
20460,"Not that I support any claims made to the act of video games inducing violence,or all the arguments spanning all over this thread,I must say this was a very interesting watch as a fellow gamer! very entertaining,good job watch mojo,even though I will disagree with some of your listings to other videos :)."
20461,"I hate people video games are life so go fuck your 
Self if you se other wise "
20462,"Politics and conservatives need to keep their noses out things they know nothing of. But at the same time, one can only thank them for boosting the reputation of a game for labeling it as ""controversial"" Either way, the games always win."
20463,Lol Sexbox?
20464,"most kids play games, most games involve virtual guns, when a kid kills someone, odds are he has played a game with a virtual gun, just in the same way he probably had seen bambee when he was very young."
20465,"Yes, Infinity Ward knew what they were doing with ""No Russian."" That's why they made it optional to play, with no penalty to achievements/trophies."
20466,And today the controvers game is HATRED
20467,i kind of want to play those pokemon flash games that peta made. they look hilarious lol
20468,I'm sick of the republicans taking away my second amendment right to bear games. Games don't kill people people kill people.
20469,They are just games. Jesus christ are the press absolute morrons?
20470,No that's fucked up it not fucking video game u stupid bitches
20471,"And there goes fox again, being the dumb asses of America..."
20472,Only normal people can tell the difference from reality and a video game.
20473,"people kill people, video games do kill people ......seriously whens the last time you saw a video game hold any ikind of weapon.........thats right never cuz ininanimate objects dont have brains nor lets and arms to do things with so yet again people kill people not video games. i know that the media is just looking for some thing to blame on mass killings."
20474,.......pokemon....being demonic...........yea.....right.......religious asshats......
20475,"Blame video games because of mass shootings is so stupid. Government just doesn't want to solve real problems. Of course, it's so much easier to blame games."
20476,"Tip about the ""oh mass shooting"" bullshit well, you are MORE LIKELY to be shot to DEATH in your BEDROOM ASLEEP by either Local Law Enforcement OR Federal Law Enforcement. That's something to think of..."
20477,I have now just realized how much I hate the American media...a little late maybe
20478,"Let us remember that most of them, so called, progressive, activist for, whatever shit-- also don't like guns, self defense and, in fact by the fact of being agesnt something else-- Encourage Rape amongst women!.... Who would have guessed?..."
20479,whoever says pokemon is satanic is a fucking moron fuck religion and all that shit!
20480,"If it helps, Steven Colbert from the Colbert Report makes fun of the people who connect gaming to mass shootings. I work at a GameStop and I feel proud when a mother denies a game for her child due to the ESRB Rating system, because a lot of people dont seem to understand that kids 16 and under cant buy M rated games, I personally blame the parents of these kids."
20481,People like to cry and point fingers. If we didn't have games they would find something els to blame.
20482,"Man, fuck Fox News"
20483,think of the people who say those things about video games most of them if not all of them haven't played them there stating thing about them with no prior knowledge what so ever most of the people who do these things have moderate to extreme mental disablitys
20484,Always bring it on cheer games which video games don't make people violent it's just the fact that people if you have a violent if you have a violent violent tendencies will do something while you'll find a way to fix that problem you find a way to compensate with that problem you wanted to kill you're not going to stop anyone so just stop people are violent because they have if they have a really intense is there a violent tendencies are going to find a way to make those in attendance he's away and find a way to compensate it
20485,YogscastKIIIIIMMMMM
20486,"I find all that shit about Pokemon very stupid. Seriously, promoting witchcraft?! Its like they were desperate to find a reason to ban it. Well, you know what they should ban? Seminars about banning games for the stupidest reasons."
20487,"Just come out and do the list you want to do and everyone wants to see: ""Top 10 people/groups in the world that need to be cruelly murdered for the good of all mankind.""
Guy talks about how Mortal Kombat makes people really kill people? Kill him in the most ironic way by actually doing something previously seen as a Mortal Kombat fatality. Extra points if you can pull off one of the supernatural ones.
Someone embarrasses himself by publicly claiming Pokmon is satanic? Kill him in an authentic blood sacrifice. Not satanic, because that doesn't fucking happen. But the Mayans had that shit down to an art. And everyone still remembers them from that calender of theirs.
Someone claims that video games are responsible for school shootings? Death by shooting squad consisting solely of school kids that volunteer after playing too much Call of Duty. If you can find any. I doubt it."
20488,It's not only Conservatives that blame shootings in video games. Liberals and Democrats do it as well.
20489,Doesn't everyone love fox news?
20490,"Everytime a massacre is blamed on a school shooting, I honestly want to hit someone"
20491,"Games dont make people bad or violent, unless you are talking about mentally unstable people that have noconsciousness of what is right or what is wrong, or whats real and whats not. Now those people need to be kept away from the Rated M games!"
20492,people are so annoying If you want to complain about violent video games stop doing what inspires the game in the first place!?!?! God damn people always ruining the fun! Gets me so pissed!!! No wonder why so many video games have politicans as bad guys! They screw up everything!
20493,Video game guns keep kids from using real ones.
20494,"all women are hoes, even my stinking ass mother"
20495,"Personally speaking. Not once have I seen a single news post whinging about video game violence in the UK. This leads me to assume that American press are just a big group of 'hungry' vultures looking for a story no matter how ridiculous. Seriously, how do games such as Halo or COD cause homicidal intent? Tell me."
20496,Hey that was Kim from the Yogscast. Did no one care about that?
20497,"So if games cause violence, then i'm assuming that ace combat 3 will make me a great pilot, gran turismo or forza will make me an excellent race car driver, cooking mama makes me an iron chef, and goat simulator will turn me into the greatest goat. Go figure."
20498,"The gamers know damn well that video games do not make us violent. It is just a massive media gold mine for them to pursue for more viewers of their newspaper and channels, which makes them rich beyond any other news article.
I for one have grown playing the most violent and gore video games since my toddler times. Dozen years later I still enjoy them, like Mortal kombat 9 and the new upcoming one, Gears of war, call of duty, deadspace, bla bla bla, the list is endless.
You do not see me nor any of my friends who do the same going out in the streets killing people are having social problems in their life or any sort of issue. Damn stupid old generation people just do not understand video games, because they do not play them. And do not even get me started with the stupid statement when someone says: ""I have played video games, too. I played super mario on nintendo's first consoles, or something as soft as that"". Just because you have played couple games here and there does not make you know what gaming is."
20499,It's like saying the gun killed him oh wait they are hmmm our government and society is weird
20500,America dont you have something better to do from blaming video games seriusly wtf pokemon teaches witchcraft seriusly stop selling guns legally and then blame video games for murders and shit
20501,"Gah gta cod and all that is just so you don't do it in real life such as gta killing people,having woot woot just on a screen and i can see how it can make people bad but :P"
20502,7:34 Wtf?
20503,God news people-ITS JUST A FUCKING GAME!!!YOU MEAN TO TELL ME THAT THAT ONE 5 YEAR OLD KID WHO PLAYS MORTAL KOMBAT CAN RIP OFF SOMEONES HEAD?YOUE LOGIC DAMNIT!
20504,"I don't understand how its socially acceptable to watch all the violent TV and listen to music with lyrics crossing over the line of offensiveness, but if you replace either with video games you're suddenly a 200 loser living in your parents basement or a violent psychopath."
20505,Fallout 3 Fat Man Controversy?
20506,"seriously... news love to blame video game... ''oh video game did this'' ''oh video game did that'' ''oh video game is too much this'' cmon, why they not say how video game are god for mind, reflexe and... just being fun... they critic GTA, manhunt, doom... they don't say how much The Journey is relaxing and fun, how much animal crossing is just funny... and how other video game are just a gateaway of.... reality... no... they need to say how BAAAAAD video game are..."
20507,Lol I love how most of the newscasts are from Fox News. Lolol :D
20508,The whole Manhunt 2 thing pissed me off immensely! It also dashed my dreams of a Manhunt 3! But it's cool. I have a PC version!
20509,I killed ants because of games they are to blame
20510,6:21 Did he really just say that MW2 was REALISTIC? HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA pissed my pants i laughed so hard.
