ID,Comment,Label
4101,I like how they interviewed someone who clearly hasn't played a single video game in his entire life.,0
4102,There's a reason that violent video games are rated M you know...,0
4103,"ITS RATED M, IF YOU THINK YOUR KIDS SHOULDNT BE PLAYING THEM, YOU SHOULD BE CONTROLLING WHAT MEDIA YOUR CHILDREN ARE PLAYING!",0
4104,"It's 2018 and they are showing the trailer for COD bo3, oh Zeus end us now.",0
4105,Well Im just happy that trump didnt say just video games. Pisses me off when people ignore movies and tv,0
4106,"That author cites a guy who played shoot 'em up games 15 hours a day, which is a VERY extreme example. Doesn't help his case.",0
4107,Ben Shapiro put those old farts their place,0
4108,The anchor pisses me off.,0
4109,"2:12 sorry but that's really sexist I'm a girl and I play video games! 
And sorry but games barely a link to violence!
Isn't it obvious go search it up and there's so much Scientific proof proving you wrong!
So actually do your research before you go around saying video games make kids violent! 
Like if you agree!",0
4110,By the same logic I play an MMORPG therefore I must be prone to dressing up as a wizard and seriously trying to cast wind strike on chickens.,0
4111,Maybe if parents paid more attention to their children we would not have so many school shootings. Not okay for kids to play video games but its totally okay for parents to spend most of their time on social media.,0
4112,I thought trump hated faked news?,0
4113,Y did u use smash bros gameplay wtf,0
4114,"So I played Formula One... 
I MUST BE A MURDERER/RACER",0
4115,fox news you dont make any sense use your head for once and stop its annoying,0
4116,Ugh you cant say just because most violent people play violent games then video games make violence. You have to look at everyone that plays these games and see how many people become violent. Correlation doesn't equal causation!,1
4117,1:24 Adam Lanza never existed though! I thought everyone knows that Sandy Hook was a hoax.,0
4118,report this video right noww,1
4119,I am now a licensed Surgeon after playing Surgeon Simulator!,0
4120,These guys would hate Dead Space 2 as much as I love it.,0
4121,YESSSSS BEN SHAPIRO SILENCE THE LIBERAL,0
4122,"They never blame anything on movies, tv, music, mental they always blame it on games",0
4123,"I am no Fox news fan, I'm not a fan of any of the major news media as I find a lot I don't agree with all of them. What I don't understand is why do so many people love watching the extreme violence? It's not just kids. I use to love super hero TV shows back when the good guy won without as much killing. Now, I read so many comments people that love all the violence that the bad guy/guys do. What's with that? I am not trying to be critical. I just really don't understand. Not when I was a child, not as an adult have I ever loved watching a lot of violence and always rooted for the good guy and never the bad guy. Now, it seems the more killings the bad guy does before he or she finally gets stopped the better the viewers like it.",0
4124,"They wouldn't buckle their baby in the car seat if it wasn't the law. Excuse me? I think i can speak for a majority when I say idgaf what the law is, I don't want my baby flopping around in my backseat every time i make a sharp turn.",0
4125,"Literally almost any game could seen as violent, this is a flawed argument",0
4126,You are a hoe for this 1 Ben.,0
4127,All the likes are people older than 50,0
4128,"You must be S Class stupid to actually believe that playing video games can make you skilled at any kind of violence such as gun fighting, or sword play. That's like saying I'm a master Painter because I did a paint by the numbers and it came out good",0
4129,Dont want your kids to play violent games?Just dont buy them.,1
4130,"I love Splatoon
I am now a transforming squid",0
4131,Fox News clearly doesnt understand the audience on YouTube,1
4132,"Just played Mario Odyssey, time to go throw my hat at people and possess them to my bidding!",0
4133,"shows smash Bros
MaSs ShOoTiNgS",0
4134,But but what about tracer,0
4135,FOX NEWS YOU LIEING IDOIT,0
4136,Sorry fox but youre wrong about this,0
4137,2:10 that is bull because I know many girls who play violent games not just boys lady,0
4138,"This is crap because it does not encourage violence, but it shows a representation of war.",0
4139,Yeah ever since I bought a Wii sports resort cd I've robbed at least 3 banks and boosted 2 puppies in the face in the span of a week,0
4140,Saying that some prepared himself for crime by playing GTA is same as if pro fighter said that he trains for a fight by playing Street Fighter.,0
4141,822 likes are probaly some old grandmas or parent becuse jimmy didnt to his homework becuse he played fortnite,0
4142,First sec i pressed dislike,0
4143,Three acting like kids don't ever go out i would rather play dying football outside than play bo4 but do I still play bo4 for 2 hours a day. Yes yes I do,0
4144,"LMAO, fox is fake news, there biased AF. There always trying to brainwash there viewers. It's amazing how in today's society people are idiotic to believe everything someone tells them and are ignorant to other views. You should see how fox censores politics, it baffles me how people still haven't noticed",0
4145,I wonder what pokemon does to the brain in their eyes,0
4146,"""Assanation generation""
BAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA",0
4147,Answer: No Long Answer: HELL NO,0
4148,"Baking games don't make you a baker
So why would a killing game would make you a killer",0
4149,"You, my friend, are a nonce",0
4150,"I laughed when I blew the head off of a character in Red Dead Redemption 2, but I almost had a heart attack when I stepped on my dogs tail.",0
4151,"Its hilarious how these old fucks know so little about video games that they cant even pronounce call of duty, but think they know so much that they write a hit piece on it",0
4152,uneducated people that don't know the reality,0
4153,SOMEBODY GET CHADTRONIC,0
4154,ha10k dislikes,0
4155,Yes I totally agree. I swing around New York all day fighting criminals because I just finished my Spider-Man game on my ps4,0
4156,Oh what are we going to band all video games and fantasy violence in t.v shows and video games,0
4157,"Odd, I started playing halo at 8 and the only violence I've been involved in is beating up some douche who thought I'd share my girl, I'll keep playing gta and working my actual job while news propagandists get paid 50k per show to tell me how I'm gonna live my life",0
4158,This why we love Ben Shapiro,0
4159,"I was worried that Ben was going to take a pro ban stance. Thanks for staying level headed as always, Ben!",0
4160,Imagine playing a game without violence,0
4161,"We need to do physical stuff
Well that cant be violent",0
4162,"I start playing LEGO Star Wars 
Know I want to slaughter children",0
4163,2:36 lol they call smash violent,0
4164,The only violence involved in Super Smash Bros. is button slamming.,0
4165,video games cause violence he says as he plugs his book,0
4166,"Heart rate goes up during Sports, Hiking, jumping, and Playing video games! Ha! It's healthy for you! ^_^",0
4167,Came for the dislikes! ^_^,0
4168,"Yea can we not bring the elderly in on this,  take a look at fortnite, absolutely no graphic content, biggest consistent community in game history. I've been playing games for 13 years and not once have I been inclined to violence related to them. If I do happen to let my mind rest upon a violent act, it's something I witnessed another doing or something someone did in a movie. I play the games, I know what buttons I press to get kills; Left-Click and R1, who in their right mind could develop violent tendencies from controller interactions? ""Hell yea I clicked him real good."" Tbh Wii boxing had more of an effect on me in that regard than any call of duty or gore heavy game.  This biased bs makes me sick,  regulate some terrontino films before you regulate half your country's hobby.",0
4169,Dumbass,0
4170,"DO VIDEO GAMES MAKE YOU VIOLENT???
Shows Smash Bros
The assasinations that take place in this game is horrifying ",0
4171,Time to play some called of duty!,0
4172,They didnt do much research on this topic.,0
4173,Wow... now this is unepic,0
4174,we watched this in class and we all loved ben,0
4175,Just look up Penn & Teller Bullshit on Video games.,0
4176,Fox News = Fake News,0
4177,Ben shapiro is a legend,0
4178,Parents are so Asshurt video games don't cause violence unless your Mental,0
4179,"Honestly i totally agree with ben shapiro. Its crap. In fact, i play video games at least 5 hours a day and i think parents need to do SOMETHING at least.",0
4180,"You don't play games sums it all up you don't understand something so attack it. 
Most people can separate the difference this old argument is getting, no scientific study I have seen backs it up just some psychologist opinion not fact.",0
4181,No,0
4182,"Ok, this is epic",0
4183,"If violent video games make people violent, then I can sleep with 30 women in a week from my experience on HuniePop",0
4184,No,0
4185,"Respect to the lieutenant, but he is full of it. Researches show quite the opposite.",0
4186,Ben Shapiro saying all the right things,0
4187,First of all these games arent made for kids. Its the parents that buy them,0
4188,At LEAST trump didnt only blame video gamed,0
4189,"They say that all these mass shooters play these games, but they fail to recognize that almost EVERY YOUNG MAN IN AMERICA PLAYS THEM. And obviously not every young man in America has gone out and did these horrible things. That would be saying being a republican leads to Nazism because every white nationalist has voted red before. Like, no. Be consistent. Don't oversimplify the issue.",0
4190,Sure. Let's not talk about the violence in the news everyday.,0
4191,I play XCOM so I expect to be hired into the military to a top military strategist.,0
4192,After playing guitar hero I can confirm Im better at guitar then Hendrix,0
4193,"Short answer, no.",0
4194,How can the game be a video it is disc or cartridge.,0
4195,Thats pretty epic,0
4196,"likes = 792
dislikes = 10k
wao they got scrud",0
4197,Yet look at the many wars that have happened and teachers are teaching it at local schools.,0
4198,I feel like if u take awake certain video games then there will be a rebel and we will end up with more violence then we would have if people just left gamers alone,0
4199,They do that in the virtual world so that they don't do that in real life,0
4200,They are just fun,0
4201,This is disgusting trash.,0
4202,"Oh look, they decided to re-use the same news story they found in the trash.",0
4203,im pretty sure my mom is fine buying violent video games.i have counter strike global offensive and half life edit:did chadtronic review this?,0
4204,NO !!!!!!!,0
4205,"this video in one word
STOOPID",0
4206,NO ITS.NOT THEY HAD LEGAL ACCESS TO.GUNNNNS,0
4207,"Grow up, Fox News.",0
4208,So basically he's saying that gaming is the reason why there is school shooting... I'm done with life,0
4209,Props to Shapiro for pulling out those stats,0
4210,"So because I played nintendogs I will abuse all of my pets to be blood thirsty killers?
Also why do they only show clips of cod bo3? And what did they check 20 seconds of research, it's easily to know because she says ""video games are a boy thing"" obvious sign she doesn't understand anything she's talking about, also no one uses video games to help teach for military, the closest thing that they could do is use VR, which doesn't even have the recoil of an actual weapon and the noise. Also if your playing video games, the technology just isn't ere yet to actually show real life visuals of someone's heads exploding, it's usually pixelated because the games are already rendering so much, it can't have that show up perfectly. And parent should actually do their job and monitor what their kids are doing because if their kid is 8 years old and hears rumors about a really popular game that is AO, and his parents buy him it anyway, that is their fault you can't blame it on the child, and finally these mass shooters can't be blamed for playing GTA V and then going out and shooting up the neighborhood, that's not the video games fault, that's a mental issue they might have had
I just hate hearing these news stations trying to shove fake ""facts"" down everyone's throat constantly",0
4211,"SOME GIRL'S PLAY COD, GTA, ETC. STOP BEING SEXEST!",0
4212,"You should see sports riots, you got masses of full grown adults losing their minds and sometimes even killing each other because their team lost. Also sports cause heart rate and aggression to go up as well so I guess we should really limit the amount of time kids play sports.",0
4213,"News Media + Video Games = Fun!
Lol seriously why do news outlets hate video games so much?",0
4214,Fox News= CNN but conservative,0
4215,"what morons, stop looking at one thing to blame and try looking at the broader picture and if your going to argue about it then why don't you get clear facts from a real gamer who can properly defend the ever growing popularity of video games rather than starting unneeded drama, millions of people play video games yet you announce the names of a few bad eggs in society who probably played video games, you have a choice in the matter of whether you get your kid a game or not because they are rated just like movies for violent content, further more try considering gun control, yeah it's a thing!",0
4216,Protect your kids from drinking rum and smoking weed thats more bad for them,0
4217,"First it was movies that hurt childrens brains and made them violent, then it was comic books then it was rock and roll then it was rap/ hip hop parents just wanna blame someone else so they dont have to face the fact that they suck at raising there kids",0
4218,This is why they are rated M for mature,0
4219,"Where and how did you get your data? This piece is clearly based on bias, not facts.",0
4220,My boy Ben Sharpiro Being correct like he always is,0
4221,They are showing some sick highlights lmao,0
4222,Maybe Laura should play some News-themed video games so she could become a journalist.,0
4223,I have killed so many NPCs it makes me sick,0
4224,"-_- Those who say videogames make people violent, are those who don't play them. A movie, a song, the news, a book, nothing of that makes someone more violent, so why'd a game do so? Total non-sence!!!",0
4225,time to suck up some random people on the street and get their best talent,0
4226,Well maybe the idiotic parents should look at game ratings and not buy them for the children if anything it's the parents fault,0
4227,"Games are to be entertaining 
Not to hurt others",0
4228,"I play cod, you dont see me going out killing people with an m1 garand.",0
4229,ben shapiro epic style epic gamer win moment,0
4230,Gta is wonderful....I laugh like a small child when I use a stick bomb to blow someone's flaming body into the air,0
4231,We're still in the 90s?,0
4232,No.,0
4233,No,0
4234,"The problem with games IMO can be that it is a distraction; time can be spent developing other skills, achieving goals and experiencing new things. Seeing war simulations through games and movies desensitize people to the magnitude of war, people are not exposed to intelligent ways of solving certain worldly problems.",0
4235,If you do a quick google search you will see that there is no link between violence in video games,0
4236,What about the good in games fast FPS games help your eyes Minecraft promotes creativity what you got to say about that,1
4237,This triggers me on a whole another level.,0
4238,"To quote John Cena, ""Are you sure about that?""",0
4239,No,0
4240,"Yeah
And bumber cars cause car wreaks",0
4241,"the real reason is drugs, brain damage and your stupidity you dumb fuks",0
4242,Fake news.,0
4243,"Lmao trump you silly womaniser, millennials are a different breed to previous generations",0
4244,"Oh wow this is sooo true!
Video games are turning me to such an violent  person!
I play games like Grand theft auto and DOOM and Im the one who gets bullied and beaten up in school by people that spend there lives doings ports.
I remember saying shut up to that one bully single day and he nearly got me sent to the hospital...
Again, same bullies that dont toch video games but do sports instead.
How about you people go screw off!! We play video games cause we can to do fun things we cant do in real life! not to train ourselves on how to become criminals!",0
4245,"not that there is more, big crimes, we hear about more. go do recearch on vlad the impailer from the 1500s. his crimes were waay more gruesome than todays crime.....",1
4246,"Japan and China have the biggest videogames fanbases worldwide and they dont have massive shootings since civils have banned access to weapons.
Your problem is about gun control.",0
4247,"my parents are insane they believe everything any biased news company says 
they think im on video games 24/7
i cant be because i go to school i do my homework, i do other stuff with friends irl
i do stuff for my family.
but sometimes if my friends arent around and only on xbox or consoles i will play with them just to have a laugh with my mates
there is a social side to gaming and its not all violence",0
4248,"maybe if you play with lego you'll become an architect 
. It's ridicoulus that people still think that playing vilonet video games will make you more violent in real life.
if you are a violont person in nature than maybe it can increase violont behaivor but I think the real reason people
become violoent is because of human nature and not neccesserily being exposed to violent content...",0
4249,"I play Call of Duty: that doesn't make me a soldier (until i'm 18).
I play DOOM: that doesn't make me teavel to hell and tear the limbs off of demons
(p.s. thank god for ben shapiro)",0
4250,video games let me be mad at something that doesn't matter so i won't be angry at random stuff in real life,0
4251,99% of incarcerated criminals are not video gamers.,0
4252,Another reason why Ben Shapiro is jesus,0
4253,I'm a wildlife expert and a professional racer thanks to my experience in Pokmon and Mario Kart,0
4254,"Apparently, that means megaman is my favorite shooter franchise",0
4255,jesus christ you are stupid,0
4256,"The comments alone prove that video games do have an effect,  how can anyone with the right mind be ok with violence,  every comment on here basically is saying we need to have violence in video games dont get rid of the violence, that alone shows what's wrong with the world.",0
4257,"Damnit, a reason to like you less Mr. Trump, one thing both older Rep and Dem fags keep misunderstanding, ""video games are bad"" you fucks clearly don't get that games probably reduce violence because they are an outlet for frustration.  C'mon, use your brains.",0
4258,Fox news wanting the ratings like always let me be very clear VIDEO GAMES DO NOT CAUSE violence the news does,0
4259,Video games and guns are different,0
4260,I have over a thousand hours in Rainbow Six Im ready for the Navy Seals,0
4261,Clearly it is the end of all common sense on FOX when BEN SHAPIRO is the one that sounds reasonable.,0
4262,10k dislikes well tagt explains everything,0
4263,"We should have a system that notifies parents about how violent a game is. Maybe like a letter such as E, T, or M in the corner.",1
4264,"Well i play mario, and never once have i had the urge to go jump on a turtle. Point being, I T S  J U S T  A  G A M E. Calm down. I play COD, and never once have i gone and gunned someone down. Obviously, news channels do this for attention. It makes them money. Like, if video games are so bad, what about movies? They're pretty violent. You're complaining about video games, and yet you left a huge global warming mess for us teens/kids to clean up, but oh no. Its the video games. I just dont get it. Its the same with esports. People make fun of gamers for watching esports because its ""just a game"". Isnt football a game? Soccer? Hockey? And yet you go crazy for it. But when it comes to video games, its ""just a game"". I truly do not understand the news outlets bias against video games. Just stay off our case, talk about something more important, like ISIS, or IRL violece.
Sincerely,
A fellow gamer.",0
4265,Wanna shut up news  and trump a game doesn't teach u to use a gun it doesn't teach u to fly a plane  dumbasses  so get off my video games Jesus plus I dislike,0
4266,I play violent games every week and im not violent at all in fact im the calmest person yall meet.,0
4267,Man... real meme president.,0
4268,"Top ten people who need to jump off a cliff 
1 you 
2 you 
3 you 
 4 you 
5 you
6 you 
7 you 
8 you 
9 you 
10 you",0
4269,Nope played violence games and I never killed anyone,0
4270,Because it wouldn't be the NRA's fault now would it?,0
4271,I'm writing a paper on video games and looking at different articles and stuff and all I want to say is that parents can see if a video game is violent or not without knowing anything about the game. Every game has a rating from E for everyone to M for mature.  If you're a parent that wouldn't want your kids to watch a rated R movie then just look at the game's rating before you buy it for them. That's a really easy solution.,0
4272,Bullshit,0
4273,no,0
4274,"Me: (reads title) oh boy am expecting a lot of likes on the video and negative comments on games. 
Me: (looks at dislikes and comments)...well that backfired didn't FOX.",0
4275,"Gaming is just one factor of these crimes. you have mental problems, life problems, seeking of attention, and mostly aggression over someone. People just choose gaming as it is the easiest factor to blame it on and it attacks every gamer out there. Not just gamers either, those who watch movies, listen to music, or even reading books! The media uses gaming to make a good story and ends up just frustrating gamers. Let's use this philosophy with the Bible... It holds violence in it with David hitting Goliath with a slingshot and Jesus being nailed to a cross. Why don't we ban the bible and churches for this then? It does the exact same thing to people but is praised by many. Do you know why they don't ban it? Because violence in media don't cause violence. it is the people with their own problems or factors encouraging them.",0
4276,"the ratings of every game are 17+ yet claim they make kids violent (their parents should stop them if it damaging them, which it is not)
you sell guns to everyone
you make people pay for being shot after a hospital visit",0
4277,No.,0
4278,I'm a CoD veteran yall better watch your backs cause i'll 360 noscope yall irl.,0
4279,no,0
4280,maybe yall just salty over how companies like rockstar (with exaggeration) accurately describe your ideals and principals in games. was use of torture in gta5 too real for u? lol,0
4281,I played candy crush today and then  I went out today and murdered a group of harmless toddlers,0
4282,Yes and books describing a head exploding in great deatale nope no problem with that,0
4283,You could show us this data,1
4284,Im against trump does he know that he can make solders to protect Americans from intruders (im a Filipino btw IM NOT CHINESE OK  BUT IM LEARNING CHINESE OS DON'T BE TRIED TO BE RACIST ),0
4285,Bro liked these old farts know that this is right.,0
4286,Reduce the violence by putting the 2.amandmend down,0
4287,There is an ESRB M rating for a reason.,0
4288,"Yes, I am playing a shooting game. I suddenly feel like getting an AK and mowing down a crowd. Makes sense.
(Edit) He said ""simulators"", not video games specifically. Also, a guy who looks like 60 wrote a book on teenage kids? Anyone else see a problem with that?",0
4289,Shootings have gone down over the future we just have better tech to track more,0
4290,Well i guess this means i can   exposes the government for murdering a small central American town's inhabitants to cover up zombies and defeat a U.S Special forces comander in hand to hand combat because i played Dead Rising.,0
4291,If video games did this to people Gun violence would be through the roof in Japan.,0
4292,Hold up wait a killer played a game with killing in it  it all adds up lmfao all gamers are killers  Amazing analysis well lets also round up everyone who watch porn because theyre probably rapist.,0
4293,Purely Bad,0
4294,"Oh no my child is playing a violent video game! I'm not worried that I'm a bad parent, I'm more worried that my child is going to go on a mass murdering tomorrow because that makes sense and is realistic.",0
4295,These guys really need to wipe trumps semen off their lips before they spout this nonsense. At least Ben has a degree of common sense.,1
4296,Why did people believe this,0
4297,"Your video is now suspect of direct violation of SPJ: Code Of Ethics, you have 72 hours to correct this mistake and remove the video, if it is not removed, I will be forced by hand to flag it down.",0
4298,"This is a direct violation of news ethics. 1) AVOIDING CONFLICTS OF INTEREST, REAL OR PERCEIVED. DISCLOSE UNAVOIDABLE CONFLICTS. 2)  REFUSE GIFTS, FAVORS, FEES, FREE TRAVEL AND SPECIAL TREATMENT, AND AVOID POLITICAL AND OTHER OUTSIDE ACTIVITIES THAT MAY COMPROMISE INTEGRITY OR IMPARTIALITY, OR MAY DAMAGE CREDIBILITY. 3) BE WARY OF SOURCES OFFERING INFORMATION FOR FAVORS OR MONEY; DO NOT PAY FOR ACCESS TO NEWS. IDENTIFY CONTENT PROVIDED BY OUTSIDE SOURCES, WHETHER PAID, OR NOT. 4) DENY FAVORED TREATMENT TO ADVERTISERS, DONORS, OR ANY OTHER SPECIAL INTERESTS, AND RESIST INTERNAL AND EXTERNAL PRESSURE TO INFLUENCE COVERAGE. 5) Be accountable and Transparent: 1. Explain ethical choices and processes to audience. Encourage a civil dialogue with the journalistic practices, coverage, and news content. 2. Respond quickly to questions about accuracy, clarity, and fairness. Acknowledge mistakes and correct them PROMPTLY and PROMINENTLY explain correction CAREFULLY and CLEARLY. 3. Expose unethical conduct in journalism, including within their organizations. 5. Abide by the same high standards they expect of others.",0
4299,They rigged this debate. They got a vet that knows nothing about games and a person who thinks they are immoral. When he says he doesn't believe video games cause violence but think they are immoral it basically invalidated anything he had to say in people's eyes who are ignorant of the topic.,0
4300,"500,000 ballista kills on black ops 2 and I haven't quickscoped a single person irl",0
4301,May or may not cause a mentally deranged issue  but sitting on your butt all day and not doing real world things is counter productive. Your physical health and mental interaction with real people with everyday activities prepares you for the real  game! Yes to much of this junk does cause problems!,0
4302,"Well I play fire emblem GUESS IM A SKILLED TACTICIAN AND SHOULD LEAD THE US ARMY!
HA!",0
4303,Can I become a surgeon I got training from playing surgeon simulator,0
4304,"Ban alcohol it causes car crashes,ban tobacco causes lung cancer !",0
4305,"Girl know your call of duty and stop taking old trailers get a new one please before you talk 
They suck",0
4306,"I love how Trump is like, why are you watching this, son? Like it's not his responsibility to monitor what his son watches.",0
4307,If your worried about your child then teach your kid that it's wrong irl. So basically be a good parent,0
4308,Its immoral to play fortnite I actually wanna die,0
4309,"Video games can not be realistic on a computer or console, only if it advanced virtual reality, but anyway.  Not even Squad could give you an idea for fighting in a real war.  And even if these games could train you they could also train you for a zombie apocalypse or an alien invasion or WW3, people in countries bordering Russia would need to play these games.  So games do not train you.  But even if they did that could be good.",0
4310,This like to dislike ratio though,0
4311,"No, games are a recreation of life.",0
4312,No,0
4313,"I've played Battlefield for most of my life.
Conclusion: I'm a blood thirsty murderer.",0
4314,Stupid trump,0
4315,Garbage in garbage out...,0
4316,"Video games, hahahah this old fart is delusional",0
4317,Black belt in what?,0
4318,2 middle aged deluded dumbasses talking about something they know nothing about.,0
4319,loooool they put fornite X'''D,0
4320,Ben Shapiro has good augments. The other two people are just idiots and know nothing. Laura was just assuming garbage clearly ignoring any other factor that could effect kids.,0
4321,"There is some violence in video games, but that doesn't mean all people get a gun and start to shoot everyone. Also, I am tired of you talking about the bad stuff about gaming while leaving the good stuff behind. Even if you're 70 years old, you can still play video games. I'm not trying to mock you because you don't like video games, I'm just saying you're convincing parents to make their kids stop playing their game.",1
4322,"Who said military trains on Call of Duty? Maybe the outdated Arma mod, but not Call of Duty of all things",0
4323,"This lady is uneducated, more women play video games than men do, its a very small gap but it exists",0
4324,CORRELATION DOES NOT MEAN CAUSATION.,0
4325,Short answer: no,0
4326,"So according to Fox News and stupid braindead Conservatives, I should be one of the world's top fighters because I play Tekken. I can beat virtually anybody in a real life one on one fight because I play Tekken. Video games may affect kids, but it starts at home. When the parents see little Billy or Mary Sue playing Mortal Kombat or Halo and they're starting to turn violent on them. Maybe instead of being scared of your own kids or spoiling them, be a damn parent and tell your kids what's up and punish them. Take things away from them that they cherish the most for like a week or 2. The main problem isn't games, it's these parents ain't shit these days and that's why you have things called Whoa Vicky, Lil Tay and Bhad Bhabie running around. Be there for your kids, love them. Make them feel special and loved and discipline them when they step out of line. If they feel hurt, angry or sad about something and they need someone to have an open mind and open ears, listen to them. Have a talk to them It's that simple. This proves people like Donald Trump, Conservatives and Fox News don't really represent a ""Non PC/Anti-SJWs"" group of people. They're also apart of the problem that they love to preach against. It's not musical artists, video game companies, and Hollywood to teach YOUR children from right and wrong, it's YOUR job as parents. Sub-Zero, Chun-Li, The Master Chief, Supergirl, Kim Kardashian, Kanye West, Batman etc. isn't your kid's parents, YOU are as the parent! This is one of THE main reasons towards why entertainment sucks today because retards in this video (excluding Ben Shapiro) bitching about it and watering it down and Hollywood, the gaming industry, musical artists listens to them and do what THEY say.",0
4327,Ben is always a down to the facts guys. This is why I love listening to him.,0
4328,Never seen such ignorance about video games,0
4329,BOOMER PRIME,0
4330,"Yes, dude plays Call of Duty and then goes: ""Im ready"". Then steps out of his house, goes to a gun shop, buys shit tons of weapons -- because HEY, America will sell guns to psychos -- then goes around murdering people but FOX News and politicians blame VIDEO GAMES on the violence?! Not the fact that guns are so easily to buy? Because pressing R2 on the controller is the same as pulling an actual trigger on a machine gun?
Man, America... keep coming up with excuses to defend gun ownership. Psycho conservatives!",0
4331,If you've seen some of those gang vidoes where someone's head really gets blown of you'll understand it is a very different feeling to a game,0
4332,I bet that parents are just jealous because they didn't grow up with this gold,0
4333,Violence does NOT cause violence period.,0
4334,No fox news is responsible for all violence that exists in society,0
4335,"Hmm, I wonder what rating these video games get. Hmm, I know, RATED M. You dont let a 4 year old play a rated M game.",0
4336,Swat team should hook me up I play rainbow six siege,0
4337,No it doesn't...you peckerwoods have been committing mass shootings and other acts of terrorism way before video games. So don't try to blame an inanimate object for you people being the natural born terrorists that you troglodytes truly are.,0
4338,> B-but muh video game violence,0
4339,the bias is real in the lady,0
4340,lmao vidya games do make people violent stop with your childish activity and get your hands dirty doing something productive,0
4341,You people on this show are dum AF,0
4342,"Call of Duty doesnt make me a soldier.
Spider-Man doesnt make me a superhero
Fortnite doesnt make me a cartoon killer
Tomb Raider doesnt make me an archaeologist.
Theres a fuckin difference between right and wrong, mentally unstable people dont really have that. Its the mentally unstable people who play violent games that cause the problems. I can distinguish right and wrong when Im playing games like GTA or Call of Duty cuz Im not a fuckin psycho.",0
4343,At 2:33 you can see people playing smash bros brawl...,0
4344,Yo dont just play 20 hours of CoD per day and decide you want to shoot up a school,0
4345,"No, they aren't",0
4346,Clicked on the video because of the headline and Ben Shapiro discusses it.,0
4347,News channel love hating shit that doesn't cause anything,0
4348,My heartrate goes up because i need to react when im getting pummeled by the londo bros.,0
4349,Call of duty is tame,0
4350,I notice how all people who think this is true is old,0
4351,F__K All this,0
4352,"Wow, the news anchor is lost in a maze of moral relativism & is fumbling in profound ignorance. Videogames, books, movies, etc. are fictional. A lot of them tell great stories and have themes. Not all involve killing in general or killing innocent people. News flash, you can be physically active & play videogames. We need to stop blaming everything. The criminals themselves are accountable. Stop shifting the blame on music, videogames, movies etc.",0
4353,Is it just me or is it really cringe whenever they say call of duty,0
4354,I can't believe that the left came up with this and the right followed,0
4355,"C'mon man,it's just a GAME",0
4356,I play call of duty i don't even have a nerf gun,0
4357,CALL OF DOODIE,0
4358,Hey news I'm gonna play cod bye idiots!,0
4359,Stop blaming games!,0
4360,"If a person kills with a gun what killed the victim?
The gun? 
Or
The person holding the gun?
The person holding the gun 
Same rule goes with video games, the games are not the problem it's the people who are playing them.",0
4361,"The school shooters didn't ""train"" in games. They just had no life. And no chests don't explode.",0
4362,There is no link. It's not gore. Just the shooting.,0
4363,That army dude is an idiot.,0
4364,"Hey, if society is messed up, it's not because of video games.   
Oh ya, I played Super Mario, now I'm a plumber.  
Get your head out of your ass.",0
4365,soccer incites more real world violence,0
4366,"If my mom I saw a bear eating 2 apples but Ben Shapiro told me that it was a duck eating 2 watermelons I'd believe him. This guy is so intelligent, I feel bad for putting him in the same screen as these morons.",0
4367,Rockstar needs to sell the rights to Manhunt to 2K. Then maybe we can have a Blind Squirrel/Bluepoint/2K/UnrealEngine powered remake of Manhunt/Manhunt2 and a unreal Engine powered Manhunt 3.,0
4368,I would like Dave Grossman and Laura Ingrahm and Fox news sued for slandering gamer's. I think they should be sued along with CNN and MSNBC and more for trying to violate the constitution.,1
4369,THANK YOU BEN!! This is why youre great!,0
4370,violence leads to violence !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
4371,"Games shouldn't be linked to real violence at all. no game advocates for real life violence. it's all just a game and anyone who thinks otherwise needs professional help. 
honestly, Americans are so good at blaming everything else for being at fault so that their precious little ego's don't get shattered",0
4372,Killing in simulators will make you a marine I'll play NBA and grow 2 feet and become a star,0
4373,"Smash is nowhere near violent...
Also who the hell plays with a wiimote",0
4374,"thank god Ben has some scene. But that Dave Grossman lol looks like we got another Jack Thompson here, But this one just wants to sell his book.",0
4375,Hillary Clinton is the devil,0
4376,"Dont know if this is true but I heard playing games for a while can improve your vision and slow down the aging process so some parts of games is actually good 
And there only targeting vilont games there some kid friendly games out there to like pokemon (and I swear if you guys say its animal abuse watch the anime you'll see that most pokemon trainers love there pokemon) splatoon, super mario, kirby, sonic, and bunch more you know not all games are vilont most of the games I just said don't really have online as a main feature (except splatoon) but that dosent even have voice chat",0
4377,Lmao people be dying in the military. Just build a fort smh,0
4378,I know gamers disliked this video,0
4379,"Jesus Christ, they are so uninformed about this subject. When the woman give her opinion it's super awkward to listen to her.",0
4380,YOO-HOO GO BEN SHAPIRO! YOU DA MAN!,0
4381,Leave it to Fox News to always be the morons in this topic.,0
4382,I guess playing sports games makes you want to become an athlete.,0
4383,Its called bad parenting,0
4384,nothing makes me want to pet the life out of dog more then a round of nintendogs,0
4385,I play minecraft,0
4386,Anybody else here thinks that the Lt. In the video is the embodyment  of anti-gamer. Like come on he has no scientific data or anything. Atleast Ben Shapiro has some scientific data.,0
